,comment,currency,amount,text_length,text_wordcount,tokenized_comment
428,I donated because we are living in this unprecedented time during this pandemic where many have been negatively impacted in one way or another. We are thankful for being able to help some of these people. Hope we'll ride out this soon.,SGD,25000,235.0,42.0,"['i', 'donated', 'because', 'we', 'are', 'living', 'in', 'this', 'unprecedented', 'time', 'during', 'this', 'pandemic', 'where', 'many', 'have', 'been', 'negatively', 'impacted', 'in', 'one', 'way', 'or', 'another', 'we', 'are', 'thankful', 'for', 'being', 'able', 'to', 'help', 'some', 'of', 'these', 'people', 'hope', 'we', 'll', 'ride', 'out', 'this', 'soon']"
429,I donated because we humans must help each other in times of difficulty. I pray the little boy recovers completely without suffering much. God Bless!,SGD,30000,149.0,25.0,"['i', 'donated', 'because', 'we', 'humans', 'must', 'help', 'each', 'other', 'in', 'times', 'of', 'difficulty', 'i', 'pray', 'the', 'little', 'boy', 'recovers', 'completely', 'without', 'suffering', 'much', 'god', 'bless']"
430,Giving back to the society.,SGD,500,27.0,5.0,"['giving', 'back', 'to', 'the', 'society']"
431,I understand his situation now,SGD,3000,30.0,5.0,"['i', 'understand', 'his', 'situation', 'now']"
432,Hope get well soon be strong,SGD,2000,28.0,6.0,"['hope', 'get', 'well', 'soon', 'be', 'strong']"
433,it is good to save human's life. even small amount can help the kind family if add on.,SGD,5000,86.0,18.0,"['it', 'is', 'good', 'to', 'save', 'human', 's', 'life', 'even', 'small', 'amount', 'can', 'help', 'the', 'kind', 'family', 'if', 'add', 'on']"
434,I love the spirit with which you guys take up causes. More strength to you ! Poj,SGD,50000,80.0,17.0,"['i', 'love', 'the', 'spirit', 'with', 'which', 'you', 'guys', 'take', 'up', 'causes', 'more', 'strength', 'to', 'you', 'poj']"
436,Hope will be getting health,SGD,1000,27.0,5.0,"['hope', 'will', 'be', 'getting', 'health']"
437,he is just like family that needs help,SGD,5000,38.0,8.0,"['he', 'is', 'just', 'like', 'family', 'that', 'needs', 'help']"
438,"I donated as I wish to contribute to the kittens in my own way. 
I understand everyone has their own challenges, but let's do our part to extend some love and kindness to each other",SGD,3000,181.0,35.0,"['i', 'donated', 'as', 'i', 'wish', 'to', 'contribute', 'to', 'the', 'kittens', 'in', 'my', 'own', 'way', 'i', 'understand', 'everyone', 'has', 'their', 'own', 'challenges', 'but', 'let', 's', 'do', 'our', 'part', 'to', 'extend', 'some', 'love', 'and', 'kindness', 'to', 'each', 'other']"
439,Get well soon,SGD,1200,13.0,3.0,"['get', 'well', 'soon']"
440,Just a small gesture to help another human being..,SGD,5000,50.0,9.0,"['just', 'a', 'small', 'gesture', 'to', 'help', 'another', 'human', 'being']"
441,Just wanna do my part.,SGD,5000,22.0,5.0,"['just', 'wanna', 'do', 'my', 'part']"
442,I hope that he and the family members don’t have to worry about paying back the medical expenses after his recovery. Jia you! Rest well!,SGD,2000,136.0,25.0,"['i', 'hope', 'that', 'he', 'and', 'the', 'family', 'members', 'don', 't', 'have', 'to', 'worry', 'about', 'paying', 'back', 'the', 'medical', 'expenses', 'after', 'his', 'recovery', 'jia', 'you', 'rest', 'well']"
443,Just a little help that's within my ability to give. Hope for the best for them.,SGD,1000,80.0,16.0,"['just', 'a', 'little', 'help', 'that', 's', 'within', 'my', 'ability', 'to', 'give', 'hope', 'for', 'the', 'best', 'for', 'them']"
444,God has blessed me to bless others,SGD,10000,34.0,7.0,"['god', 'has', 'blessed', 'me', 'to', 'bless', 'others']"
446,Give our best to help,SGD,2000,21.0,5.0,"['give', 'our', 'best', 'to', 'help']"
447,CEP did so much for our marriage. Please continue your good work,SGD,25000,64.0,12.0,"['cep', 'did', 'so', 'much', 'for', 'our', 'marriage', 'please', 'continue', 'your', 'good', 'work']"
448,I feel for the people of India... This pandemic can help awaken more compassion n unity of the nation and the planet. Help wherever you are to those in need! Let india know you care.,SGD,22200,182.0,35.0,"['i', 'feel', 'for', 'the', 'people', 'of', 'india', 'this', 'pandemic', 'can', 'help', 'awaken', 'more', 'compassion', 'n', 'unity', 'of', 'the', 'nation', 'and', 'the', 'planet', 'help', 'wherever', 'you', 'are', 'to', 'those', 'in', 'need', 'let', 'india', 'know', 'you', 'care']"
451,I hope my donation will allow the patients to just focus on recovery and not worry about financials,SGD,15000,99.0,18.0,"['i', 'hope', 'my', 'donation', 'will', 'allow', 'the', 'patients', 'to', 'just', 'focus', 'on', 'recovery', 'and', 'not', 'worry', 'about', 'financials']"
452,I'm touched by his story of working hard to support his family in msia. Hope more people will help him ❤️,SGD,3000,105.0,21.0,"['i', 'm', 'touched', 'by', 'his', 'story', 'of', 'working', 'hard', 'to', 'support', 'his', 'family', 'in', 'msia', 'hope', 'more', 'people', 'will', 'help', 'him']"
455,"I care, thank you to all the migrant workers for their contributions. Bless all",SGD,2000,79.0,14.0,"['i', 'care', 'thank', 'you', 'to', 'all', 'the', 'migrant', 'workers', 'for', 'their', 'contributions', 'bless', 'all']"
456,Speedy recovery ! From HMR .,MYR,5000,28.0,6.0,"['speedy', 'recovery', 'from', 'hmr']"
457,Speedy recovery 💪🏻,SGD,1000,18.0,3.0,"['speedy', 'recovery']"
458,"We can’t help everyone,but everyone can help someone

Pray that baby ishan,speedy recovery back to his family.",SGD,1000,110.0,16.0,"['we', 'can', 't', 'help', 'everyone', 'but', 'everyone', 'can', 'help', 'someone', 'pray', 'that', 'baby', 'ishan', 'speedy', 'recovery', 'back', 'to', 'his', 'family']"
459,Inspired by the young charitable hearts,SGD,1000,39.0,6.0,"['inspired', 'by', 'the', 'young', 'charitable', 'hearts']"
460,This is a good cause and one to be supported.,SGD,5000,45.0,10.0,"['this', 'is', 'a', 'good', 'cause', 'and', 'one', 'to', 'be', 'supported']"
461,Sharing is caring. Wish everyone will help her. Wish her speedy recovery 🙏🏼,SGD,2000,75.0,13.0,"['sharing', 'is', 'caring', 'wish', 'everyone', 'will', 'help', 'her', 'wish', 'her', 'speedy', 'recovery']"
462,I donate to a worthy cause,SGD,25000,26.0,6.0,"['i', 'donate', 'to', 'a', 'worthy', 'cause']"
463,Saving a life is humanity.,SGD,10000,26.0,5.0,"['saving', 'a', 'life', 'is', 'humanity']"
464,"Wishing the little boy a speedy recovery. For his parent, be strong & don't give up. Your child need your support & you are surrounded by supporting & loving people who cares to help.",SGD,10000,183.0,34.0,"['wishing', 'the', 'little', 'boy', 'a', 'speedy', 'recovery', 'for', 'his', 'parent', 'be', 'strong', 'don', 't', 'give', 'up', 'your', 'child', 'need', 'your', 'support', 'you', 'are', 'surrounded', 'by', 'supporting', 'loving', 'people', 'who', 'cares', 'to', 'help']"
465,Every child have a chance to see the world.,SGD,5000,43.0,9.0,"['every', 'child', 'have', 'a', 'chance', 'to', 'see', 'the', 'world']"
466,She needed,SGD,5000,10.0,2.0,"['she', 'needed']"
467,Keep fighting! ♥️♥️,SGD,1300,19.0,3.0,"['keep', 'fighting']"
468,"Everyone is working for a earning. And it is not a easy decision to ask a help from public. 
Hope this small donation can help him go through this hard Time and no worry on the medical fees.",SGD,10000,190.0,38.0,"['everyone', 'is', 'working', 'for', 'a', 'earning', 'and', 'it', 'is', 'not', 'a', 'easy', 'decision', 'to', 'ask', 'a', 'help', 'from', 'public', 'hope', 'this', 'small', 'donation', 'can', 'help', 'him', 'go', 'through', 'this', 'hard', 'time', 'and', 'no', 'worry', 'on', 'the', 'medical', 'fees']"
469,"We need to support needy people in the society for medical, education, food & livelihood.",SGD,5000,89.0,15.0,"['we', 'need', 'to', 'support', 'needy', 'people', 'in', 'the', 'society', 'for', 'medical', 'education', 'food', 'livelihood']"
472,because I can help others less fortunate,SGD,10000,40.0,7.0,"['because', 'i', 'can', 'help', 'others', 'less', 'fortunate']"
473,help the needs,SGD,3500,14.0,3.0,"['help', 'the', 'needs']"
474,He needs it,SGD,5000,11.0,3.0,"['he', 'needs', 'it']"
476,It is a way to say thank you.,SGD,20000,29.0,8.0,"['it', 'is', 'a', 'way', 'to', 'say', 'thank', 'you']"
477,i want to help the family to reconnect,SGD,5000,38.0,8.0,"['i', 'want', 'to', 'help', 'the', 'family', 'to', 'reconnect']"
478,I wish little boy Manidhar a speedy recovery ❤️ Every child deserves a healthy life and bright future 🙏🏼 It’s painful to see innocent children in this condition .,SGD,2000,162.0,29.0,"['i', 'wish', 'little', 'boy', 'manidhar', 'a', 'speedy', 'recovery', 'every', 'child', 'deserves', 'a', 'healthy', 'life', 'and', 'bright', 'future', 'it', 's', 'painful', 'to', 'see', 'innocent', 'children', 'in', 'this', 'condition']"
479,Help in whatever way we can.,SGD,3000,28.0,6.0,"['help', 'in', 'whatever', 'way', 'we', 'can']"
480,Just doing my part…,SGD,5000,19.0,4.0,"['just', 'doing', 'my', 'part']"
481,We all should help one another  ❤,SGD,1000,33.0,8.0,"['we', 'all', 'should', 'help', 'one', 'another']"
483,Many memories with TNS. Supporting them for this good cause.,SGD,5000,60.0,10.0,"['many', 'memories', 'with', 'tns', 'supporting', 'them', 'for', 'this', 'good', 'cause']"
484,To do my little part by sharing during this difficult times,SGD,50000,59.0,11.0,"['to', 'do', 'my', 'little', 'part', 'by', 'sharing', 'during', 'this', 'difficult', 'times']"
485,Gambateh,SGD,3000,8.0,1.0,['gambateh']
486,I want to help the needy n the poor.,SGD,25000,36.0,9.0,"['i', 'want', 'to', 'help', 'the', 'needy', 'n', 'the', 'poor']"
487,I wish every kid is healthy and happy,SGD,2000,37.0,8.0,"['i', 'wish', 'every', 'kid', 'is', 'healthy', 'and', 'happy']"
488,Sharing is caring,SGD,1000,17.0,3.0,"['sharing', 'is', 'caring']"
489,he’s a young man that deserves to live the rest of his life,SGD,1000,59.0,13.0,"['he', 's', 'a', 'young', 'man', 'that', 'deserves', 'to', 'live', 'the', 'rest', 'of', 'his', 'life']"
490,Msians .. our neighbours!,MYR,80000,25.0,4.0,"['msians', 'our', 'neighbours']"
491,Everybody deserves a chance at life. I hope the family can get through this together.,SGD,3000,85.0,15.0,"['everybody', 'deserves', 'a', 'chance', 'at', 'life', 'i', 'hope', 'the', 'family', 'can', 'get', 'through', 'this', 'together']"
492,Get well soon dear .,SGD,10000,20.0,5.0,"['get', 'well', 'soon', 'dear']"
495,"Be brave, boy. Get well soon!",SGD,5000,29.0,6.0,"['be', 'brave', 'boy', 'get', 'well', 'soon']"
496,I want to help.,MYR,10000,15.0,4.0,"['i', 'want', 'to', 'help']"
497,"If you have the mean to, WHy not? If we are given, we are blessed, why give not. Yishi yishi, good enough, does not matter the amount.  What say you?",SGD,10000,149.0,31.0,"['if', 'you', 'have', 'the', 'mean', 'to', 'why', 'not', 'if', 'we', 'are', 'given', 'we', 'are', 'blessed', 'why', 'give', 'not', 'yishi', 'yishi', 'good', 'enough', 'does', 'not', 'matter', 'the', 'amount', 'what', 'say', 'you']"
498,hope it helps,MYR,8000,13.0,3.0,"['hope', 'it', 'helps']"
499,"No amount is small. No prayer is short. If you are reading it , pls donate any amount. May you live a happy and healthy life.",SGD,1500,125.0,26.0,"['no', 'amount', 'is', 'small', 'no', 'prayer', 'is', 'short', 'if', 'you', 'are', 'reading', 'it', 'pls', 'donate', 'any', 'amount', 'may', 'you', 'live', 'a', 'happy', 'and', 'healthy', 'life']"
500,Just do it,MYR,6000,10.0,3.0,"['just', 'do', 'it']"
501,Sharing is caring,SGD,200,17.0,3.0,"['sharing', 'is', 'caring']"
502,I want to do a small part for these children and praying they will recover.,SGD,3000,75.0,15.0,"['i', 'want', 'to', 'do', 'a', 'small', 'part', 'for', 'these', 'children', 'and', 'praying', 'they', 'will', 'recover']"
503,Just a little help that's within my ability to give. Hope for the best for them.,SGD,1000,80.0,16.0,"['just', 'a', 'little', 'help', 'that', 's', 'within', 'my', 'ability', 'to', 'give', 'hope', 'for', 'the', 'best', 'for', 'them']"
504,Save baby. That's enough,SGD,10000,24.0,4.0,"['save', 'baby', 'that', 's', 'enough']"
505,every life matters! God speed!,SGD,5000,30.0,5.0,"['every', 'life', 'matters', 'god', 'speed']"
507,Hoping fir his speedy recovery 🙏🙏🙏,SGD,5000,34.0,6.0,"['hoping', 'fir', 'his', 'speedy', 'recovery']"
508,I donated because helping people... give him a chance recoverd soon,SGD,1000,67.0,11.0,"['i', 'donated', 'because', 'helping', 'people', 'give', 'him', 'a', 'chance', 'recoverd', 'soon']"
509,Your small heart of donation can help him to recover from his surgery and reunite with his love ones in Malaysia. Speedy recovery!,SGD,5000,130.0,23.0,"['your', 'small', 'heart', 'of', 'donation', 'can', 'help', 'him', 'to', 'recover', 'from', 'his', 'surgery', 'and', 'reunite', 'with', 'his', 'love', 'ones', 'in', 'malaysia', 'speedy', 'recovery']"
510,I wish the family can reunited together and enjoy more family ties and time and my hearts and prayer for you. May God bless and heal you and speedy recovery,SGD,10000,156.0,30.0,"['i', 'wish', 'the', 'family', 'can', 'reunited', 'together', 'and', 'enjoy', 'more', 'family', 'ties', 'and', 'time', 'and', 'my', 'hearts', 'and', 'prayer', 'for', 'you', 'may', 'god', 'bless', 'and', 'heal', 'you', 'and', 'speedy', 'recovery']"
511,Help strayed cats to find a good home,SGD,5000,37.0,8.0,"['help', 'strayed', 'cats', 'to', 'find', 'a', 'good', 'home']"
512,Hopefully get well soon 🙏🏻,SGD,2000,26.0,5.0,"['hopefully', 'get', 'well', 'soon']"
514,There is no foot too small that it cannot leave it's imprint on this world.,SGD,1000,75.0,15.0,"['there', 'is', 'no', 'foot', 'too', 'small', 'that', 'it', 'cannot', 'leave', 'it', 's', 'imprint', 'on', 'this', 'world']"
515,#lovemoredonthate,SGD,1000,17.0,1.0,['lovemoredonthate']
516,TRY HELPING EACH OTHERS.,SGD,500,24.0,4.0,"['try', 'helping', 'each', 'others']"
517,little help.,MYR,10000,12.0,2.0,"['little', 'help']"
518,"I have been in a similar situation and know that a helping hand, however small, means a lot to the donees. God bless the child!",SGD,50000,127.0,25.0,"['i', 'have', 'been', 'in', 'a', 'similar', 'situation', 'and', 'know', 'that', 'a', 'helping', 'hand', 'however', 'small', 'means', 'a', 'lot', 'to', 'the', 'donees', 'god', 'bless', 'the', 'child']"
520,Just a small contribution.. Hope could make a little different to someone who is in need..,MYR,20000,90.0,16.0,"['just', 'a', 'small', 'contribution', 'hope', 'could', 'make', 'a', 'little', 'different', 'to', 'someone', 'who', 'is', 'in', 'need']"
521,gws,SGD,2000,3.0,1.0,['gws']
522,I hope a little donation can help him out,SGD,1800,41.0,9.0,"['i', 'hope', 'a', 'little', 'donation', 'can', 'help', 'him', 'out']"
523,everyone deserve a good treat,SGD,3000,29.0,5.0,"['everyone', 'deserve', 'a', 'good', 'treat']"
525,I donated because this is a world issue. We have to contribute at least to make the world better.,SGD,10000,97.0,19.0,"['i', 'donated', 'because', 'this', 'is', 'a', 'world', 'issue', 'we', 'have', 'to', 'contribute', 'at', 'least', 'to', 'make', 'the', 'world', 'better']"
527,"Everyone deserved the chance to live, esp during this time",SGD,5000,58.0,10.0,"['everyone', 'deserved', 'the', 'chance', 'to', 'live', 'esp', 'during', 'this', 'time']"
529,I would like the child to have a chance to enjoy a happy childhood and grow up healthy.,SGD,10000,87.0,18.0,"['i', 'would', 'like', 'the', 'child', 'to', 'have', 'a', 'chance', 'to', 'enjoy', 'a', 'happy', 'childhood', 'and', 'grow', 'up', 'healthy']"
530,"Father God, we humbly pray for chee mun who are fighting Pheochromocytoma .Give him the hope and courage him need each day.Comfort him in his pain and bless him with healing.Strengthen his family,friends,and caregivers.In Jesus’ name,Amen!",SGD,5400,239.0,36.0,"['father', 'god', 'we', 'humbly', 'pray', 'for', 'chee', 'mun', 'who', 'are', 'fighting', 'pheochromocytoma', 'give', 'him', 'the', 'hope', 'and', 'courage', 'him', 'need', 'each', 'day', 'comfort', 'him', 'in', 'his', 'pain', 'and', 'bless', 'him', 'with', 'healing', 'strengthen', 'his', 'family', 'friends', 'and', 'caregivers', 'in', 'jesus', 'name', 'amen']"
531,i donated because I wish him to get well soon after surgery .,SGD,2000,61.0,13.0,"['i', 'donated', 'because', 'i', 'wish', 'him', 'to', 'get', 'well', 'soon', 'after', 'surgery']"
533,"Sharing the rezki given by Allah SWT, 
Alhamdulillah 
All Praises to Allah",MYR,1000,74.0,12.0,"['sharing', 'the', 'rezki', 'given', 'by', 'allah', 'swt', 'alhamdulillah', 'all', 'praises', 'to', 'allah']"
535,We will get through these hard times. Malaysia don't give up!,MYR,20000,61.0,11.0,"['we', 'will', 'get', 'through', 'these', 'hard', 'times', 'malaysia', 'don', 't', 'give', 'up']"
536,"Just practing to do donation regulary, hope everything will work smooth & dream come true soon.",SGD,100,95.0,16.0,"['just', 'practing', 'to', 'do', 'donation', 'regulary', 'hope', 'everything', 'will', 'work', 'smooth', 'dream', 'come', 'true', 'soon']"
537,Get well soon,SGD,1000,13.0,3.0,"['get', 'well', 'soon']"
539,stay strong.add oil,SGD,4000,19.0,3.0,"['stay', 'strong', 'add', 'oil']"
540,I donated this because i sympathy on his current condition and hope he can recover soon. God bless him.,SGD,5000,103.0,19.0,"['i', 'donated', 'this', 'because', 'i', 'sympathy', 'on', 'his', 'current', 'condition', 'and', 'hope', 'he', 'can', 'recover', 'soon', 'god', 'bless', 'him']"
541,Hoping I can help others,SGD,2500,24.0,5.0,"['hoping', 'i', 'can', 'help', 'others']"
542,Hoping to help,SGD,5000,14.0,3.0,"['hoping', 'to', 'help']"
543,Save Myanmar,SGD,5000,12.0,2.0,"['save', 'myanmar']"
544,I want to give his family courage to have faith and strength on this battle.,SGD,1000,76.0,15.0,"['i', 'want', 'to', 'give', 'his', 'family', 'courage', 'to', 'have', 'faith', 'and', 'strength', 'on', 'this', 'battle']"
546,I too have a kid this age,SGD,2000,25.0,7.0,"['i', 'too', 'have', 'a', 'kid', 'this', 'age']"
547,I hope him recover soon,SGD,5000,23.0,5.0,"['i', 'hope', 'him', 'recover', 'soon']"
548,Jiayou ! Fighting! And get well soon!,SGD,5000,37.0,7.0,"['jiayou', 'fighting', 'and', 'get', 'well', 'soon']"
552,Wish you speedy recovery!!!,SGD,2000,27.0,4.0,"['wish', 'you', 'speedy', 'recovery']"
553,I am also a Malaysian working in Singapore.,SGD,2800,43.0,8.0,"['i', 'am', 'also', 'a', 'malaysian', 'working', 'in', 'singapore']"
554,"My parents are Malaysians my mum also worked in Singapore previously to support my degree studies overseas. If I can help, I will want to help a mother, a Malaysian, a grandma and a spouse and most of all, a strong pillar for her family.",SGD,5000,237.0,45.0,"['my', 'parents', 'are', 'malaysians', 'my', 'mum', 'also', 'worked', 'in', 'singapore', 'previously', 'to', 'support', 'my', 'degree', 'studies', 'overseas', 'if', 'i', 'can', 'help', 'i', 'will', 'want', 'to', 'help', 'a', 'mother', 'a', 'malaysian', 'a', 'grandma', 'and', 'a', 'spouse', 'and', 'most', 'of', 'all', 'a', 'strong', 'pillar', 'for', 'her', 'family']"
555,"Hope u
Get well soon... ❤️",SGD,1000,26.0,5.0,"['hope', 'u', 'get', 'well', 'soon']"
556,Speedy Recover,SGD,1000,14.0,2.0,"['speedy', 'recover']"
557,To help him and support him,SGD,10000,27.0,6.0,"['to', 'help', 'him', 'and', 'support', 'him']"
558,She needs the money more than I do,SGD,5000,34.0,8.0,"['she', 'needs', 'the', 'money', 'more', 'than', 'i', 'do']"
559,No man or child should go hungry,MYR,20000,32.0,7.0,"['no', 'man', 'or', 'child', 'should', 'go', 'hungry']"
560,Get well soon.,SGD,2000,14.0,3.0,"['get', 'well', 'soon']"
561,I want to help and lighten the burdens in any way,SGD,15000,49.0,11.0,"['i', 'want', 'to', 'help', 'and', 'lighten', 'the', 'burdens', 'in', 'any', 'way']"
562,I hope everyone get a chance to get help and help people. Stay kind and generous.,SGD,2000,81.0,16.0,"['i', 'hope', 'everyone', 'get', 'a', 'chance', 'to', 'get', 'help', 'and', 'help', 'people', 'stay', 'kind', 'and', 'generous']"
563,I don't want to live with regret not trying to help.,SGD,1000,52.0,11.0,"['i', 'don', 't', 'want', 'to', 'live', 'with', 'regret', 'not', 'trying', 'to', 'help']"
564,Donate within affordability,MYR,15000,27.0,3.0,"['donate', 'within', 'affordability']"
565,"God bless the work of your hands. Feed, teach, love the children!",SGD,10000,65.0,12.0,"['god', 'bless', 'the', 'work', 'of', 'your', 'hands', 'feed', 'teach', 'love', 'the', 'children']"
567,Jia you Chee Mun💪,SGD,3000,17.0,4.0,"['jia', 'you', 'chee', 'mun']"
568,Get well soon,SGD,1000,13.0,3.0,"['get', 'well', 'soon']"
569,It's necessary and I can do in my ability,VND,50000,41.0,9.0,"['it', 's', 'necessary', 'and', 'i', 'can', 'do', 'in', 'my', 'ability']"
570,Speedy recovery and all the best to you,SGD,2000,39.0,8.0,"['speedy', 'recovery', 'and', 'all', 'the', 'best', 'to', 'you']"
571,It is a blessing to give and to help those in need. God bless each of them and pray for their good health and well-being.,SGD,40000,121.0,25.0,"['it', 'is', 'a', 'blessing', 'to', 'give', 'and', 'to', 'help', 'those', 'in', 'need', 'god', 'bless', 'each', 'of', 'them', 'and', 'pray', 'for', 'their', 'good', 'health', 'and', 'well', 'being']"
572,It’s heartbreaking to see a child go through this. Would just like to contribute in a small way and hope to ease a bit of the financial burden the child and the family is facing.,SGD,3000,178.0,35.0,"['it', 's', 'heartbreaking', 'to', 'see', 'a', 'child', 'go', 'through', 'this', 'would', 'just', 'like', 'to', 'contribute', 'in', 'a', 'small', 'way', 'and', 'hope', 'to', 'ease', 'a', 'bit', 'of', 'the', 'financial', 'burden', 'the', 'child', 'and', 'the', 'family', 'is', 'facing']"
573,阿弥陀佛. It is heartbreaking to see him going thru all the treatment at such a young age. Get well soon.,SGD,3000,101.0,20.0,"['it', 'is', 'heartbreaking', 'to', 'see', 'him', 'going', 'thru', 'all', 'the', 'treatment', 'at', 'such', 'a', 'young', 'age', 'get', 'well', 'soon']"
574,I hope and pray that this kids gets through this tough time and gets back on his feet and be happy soon.,SGD,20100,104.0,22.0,"['i', 'hope', 'and', 'pray', 'that', 'this', 'kids', 'gets', 'through', 'this', 'tough', 'time', 'and', 'gets', 'back', 'on', 'his', 'feet', 'and', 'be', 'happy', 'soon']"
575,I hope he makes a speedy recovery,SGD,3000,33.0,7.0,"['i', 'hope', 'he', 'makes', 'a', 'speedy', 'recovery']"
576,I wanted to help as much as I can,SGD,10000,33.0,9.0,"['i', 'wanted', 'to', 'help', 'as', 'much', 'as', 'i', 'can']"
577,Speedy recovery!,SGD,5000,16.0,2.0,"['speedy', 'recovery']"
578,Amitabha.,SGD,15000,9.0,1.0,['amitabha']
579,To support Chee Mun,SGD,5000,19.0,4.0,"['to', 'support', 'chee', 'mun']"
580,Speedy recovery to you! Hope that you get well soon and go back to your family ASAP!,SGD,10000,84.0,17.0,"['speedy', 'recovery', 'to', 'you', 'hope', 'that', 'you', 'get', 'well', 'soon', 'and', 'go', 'back', 'to', 'your', 'family', 'asap']"
581,Because I wanted to help,SGD,100,24.0,5.0,"['because', 'i', 'wanted', 'to', 'help']"
582,Speed Recovery,SGD,5000,14.0,2.0,"['speed', 'recovery']"
583,Jia you chee mun. Speedy recovery.,SGD,3000,34.0,6.0,"['jia', 'you', 'chee', 'mun', 'speedy', 'recovery']"
584,I donate a small sum because I try my best to help as I am a cancer patient.  And my husband also passed away on Jan 21 due to Adrenal gland cancer.,SGD,1500,148.0,33.0,"['i', 'donate', 'a', 'small', 'sum', 'because', 'i', 'try', 'my', 'best', 'to', 'help', 'as', 'i', 'am', 'a', 'cancer', 'patient', 'and', 'my', 'husband', 'also', 'passed', 'away', 'on', 'jan', 'due', 'to', 'adrenal', 'gland', 'cancer']"
585,My heart goes out to this sweet child and his family. May god bless him with good health. Please don’t lose hope. Our prayers are with little Manidhar!,SGD,50000,151.0,28.0,"['my', 'heart', 'goes', 'out', 'to', 'this', 'sweet', 'child', 'and', 'his', 'family', 'may', 'god', 'bless', 'him', 'with', 'good', 'health', 'please', 'don', 't', 'lose', 'hope', 'our', 'prayers', 'are', 'with', 'little', 'manidhar']"
586,help when you can,SGD,20000,17.0,4.0,"['help', 'when', 'you', 'can']"
587,#WeCareWeShare,MYR,20000,14.0,1.0,['wecareweshare']
588,It is a blessing to give when there is a need. Pray for her recovery. God bless her and her loved ones.,SGD,25000,103.0,22.0,"['it', 'is', 'a', 'blessing', 'to', 'give', 'when', 'there', 'is', 'a', 'need', 'pray', 'for', 'her', 'recovery', 'god', 'bless', 'her', 'and', 'her', 'loved', 'ones']"
589,Wish you recover soon...,SGD,2000,24.0,4.0,"['wish', 'you', 'recover', 'soon']"
590,Thank you for those who make efforts to improve the life of the children,SGD,5000,72.0,14.0,"['thank', 'you', 'for', 'those', 'who', 'make', 'efforts', 'to', 'improve', 'the', 'life', 'of', 'the', 'children']"
591,I just wish to help lighthen the burden on medical bill. Hope for his recovery.,SGD,5000,79.0,15.0,"['i', 'just', 'wish', 'to', 'help', 'lighthen', 'the', 'burden', 'on', 'medical', 'bill', 'hope', 'for', 'his', 'recovery']"
592,wish recover as soon as can,SGD,5000,27.0,6.0,"['wish', 'recover', 'as', 'soon', 'as', 'can']"
593,It is the least I can do.,SGD,5000,25.0,7.0,"['it', 'is', 'the', 'least', 'i', 'can', 'do']"
594,Get well soon Chloe :),SGD,10000,22.0,5.0,"['get', 'well', 'soon', 'chloe']"
595,It will appears on my fb page and I feel obliged to do so.,MYR,10000,58.0,14.0,"['it', 'will', 'appears', 'on', 'my', 'fb', 'page', 'and', 'i', 'feel', 'obliged', 'to', 'do', 'so']"
596,Giving back to society especially to individuals with special needs.,SGD,5000,68.0,10.0,"['giving', 'back', 'to', 'society', 'especially', 'to', 'individuals', 'with', 'special', 'needs']"
597,Helping each other.,SGD,2000,19.0,3.0,"['helping', 'each', 'other']"
598,Hoping this little contribution can help a child get healthy.,MYR,8000,61.0,10.0,"['hoping', 'this', 'little', 'contribution', 'can', 'help', 'a', 'child', 'get', 'healthy']"
599,"Hope for a smooth recovery for him, his family still much needed his support....",SGD,5000,80.0,14.0,"['hope', 'for', 'a', 'smooth', 'recovery', 'for', 'him', 'his', 'family', 'still', 'much', 'needed', 'his', 'support']"
602,"Praying for his soonest recovery! 
Om SaiRam!",SGD,25000,45.0,7.0,"['praying', 'for', 'his', 'soonest', 'recovery', 'om', 'sairam']"
603,I want to help poor people with no food in the village,SGD,25000,54.0,12.0,"['i', 'want', 'to', 'help', 'poor', 'people', 'with', 'no', 'food', 'in', 'the', 'village']"
604,For India,SGD,500,9.0,2.0,"['for', 'india']"
605,"Wish the child recover soon...
❤️❤️❤️",MYR,6000,37.0,5.0,"['wish', 'the', 'child', 'recover', 'soon']"
606,Get well soon Sweetheart.,MYR,6000,25.0,4.0,"['get', 'well', 'soon', 'sweetheart']"
608,Doing our bit to help families in need.,SGD,20000,39.0,8.0,"['doing', 'our', 'bit', 'to', 'help', 'families', 'in', 'need']"
609,Happy Birthday Amy! This is the best time to Fundraise for such a good cause. May the Blessings be with you always Xoxo!,SGD,10000,120.0,23.0,"['happy', 'birthday', 'amy', 'this', 'is', 'the', 'best', 'time', 'to', 'fundraise', 'for', 'such', 'a', 'good', 'cause', 'may', 'the', 'blessings', 'be', 'with', 'you', 'always', 'xoxo']"
610,Be strong and pray for your speedy recovery 🙏,SGD,5000,45.0,9.0,"['be', 'strong', 'and', 'pray', 'for', 'your', 'speedy', 'recovery']"
611,"May Myanmar have good days again...
😌😌😌",SGD,2000,39.0,6.0,"['may', 'myanmar', 'have', 'good', 'days', 'again']"
613,Praying for your child to recover completely. God loves you!,SGD,10000,60.0,10.0,"['praying', 'for', 'your', 'child', 'to', 'recover', 'completely', 'god', 'loves', 'you']"
614,Hope he gets well soon.,SGD,10000,23.0,5.0,"['hope', 'he', 'gets', 'well', 'soon']"
615,Hopefully he get well soon.,SGD,3000,27.0,5.0,"['hopefully', 'he', 'get', 'well', 'soon']"
